plate,status,predicted_meaning,label,predicted,plate_length,plate_has_numbers,plate_has_letters,plate_has_spaces,plate_has_special,num_digits,num_letters,num_spaces,meaning_length,meaning_word_count,has_sexual,has_hate,has_gang,has_drug,has_violence,has_police,has_area_code,status_binary,predicted_binary,error_type,kmeans_cluster
DRAGN BX,N,BOX,0,N,8,False,True,True,False,0,7,1,3,1,False,False,False,False,False,False,False,0,0,Correct,1
WTR NMPH,N,WARNER NUMBER MPH,0,N,8,False,True,True,False,0,7,1,17,3,False,False,False,False,False,False,False,0,0,Correct,1
XCLR88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,6,True,True,False,False,2,4,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
SHEBOB,N,SHOE BOB,0,Y,6,False,True,False,False,0,6,0,8,2,True,False,False,False,False,False,False,0,1,False Positive,2
TWIN TTZ,N,TWIN TITTIES,0,N,8,False,True,True,False,0,7,1,12,2,False,False,False,False,False,False,False,0,0,Correct,1
AY CHIT,N,AY CHIT,0,N,7,False,True,True,False,0,6,1,7,2,False,False,False,False,False,False,False,0,0,Correct,1
MEATBLS,Y,MEAT BALLS,1,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,1,0,False Negative,1
DXCRAZ,N,CRAZY,0,N,6,False,True,False,False,0,6,0,5,1,False,False,False,False,False,False,False,0,0,Correct,1
EVOL 213,N,213 = AREA CODE,0,N,8,True,True,True,False,3,4,1,15,4,False,False,True,False,False,False,True,0,0,Correct,4
TOMA8ER,Y,TOM A EATER,1,N,7,True,True,False,False,1,6,0,11,3,False,False,False,False,False,False,False,1,0,False Negative,1
IZZA BLU,N,BLUE,0,Y,8,False,True,True,False,0,7,1,4,1,False,False,False,False,False,False,False,0,1,False Positive,1
BCHDRVN,N,BEACH OR BITCH?,0,N,7,False,True,False,False,0,7,0,15,3,False,False,False,False,False,False,False,0,0,Correct,1
COOL NGA,N,COOL NIGGA,0,N,8,False,True,True,False,0,7,1,10,2,False,False,False,False,False,False,False,0,0,Correct,1
8BRIZZ8,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
IN DEEP,Y,SEXUAL REFERENCE,1,N,7,False,True,True,False,0,6,1,16,2,True,False,False,False,False,False,False,1,0,False Negative,2
BKITTEN,N,BK KITTEN IS ANOTHER WORD FOR BITCH,0,N,7,False,True,False,False,0,7,0,35,7,False,False,False,False,False,False,False,0,0,Correct,1
NJYNMY B,N,B=BITCH,0,N,8,False,True,True,False,0,7,1,7,1,False,False,False,False,False,False,False,0,0,Correct,1
FUHLYPH,Y,FUCK YOU,1,N,7,False,True,False,False,0,7,0,8,2,True,False,False,False,False,False,False,1,0,False Negative,2
MYKIA88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
P IVI P,N,PIVY PIE,0,N,7,False,True,True,False,0,5,2,8,2,False,False,False,False,False,False,False,0,0,Correct,1
HUUUUGE,N,HUUUGE,0,Y,7,False,True,False,False,0,7,0,6,1,False,False,False,False,False,False,False,0,1,False Positive,1
ABLUBNZ,Y,BLUE BENZ,1,Y,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,1,1,Correct,1
PHO YUH,N,FUCK YOU,0,N,7,False,True,True,False,0,6,1,8,2,True,False,False,False,False,False,False,0,0,Correct,2
ALVZ 911,N,911 EMERGENCY,0,N,8,True,True,True,False,3,4,1,13,2,False,False,False,False,False,False,False,0,0,Correct,1
CRZY BYZ,N,CRAZY BYES,0,N,8,False,True,True,False,0,7,1,10,2,False,False,False,False,False,False,False,0,0,Correct,1
#BALGRL,N,BALGARY GIRL,0,Y,7,False,True,False,True,0,6,0,12,2,False,False,False,False,False,False,False,0,1,False Positive,1
PAPPOO1,N,PAPPOO IS ANOTHER WORD FOR VAGINA,0,N,7,True,True,False,False,1,6,0,33,6,True,False,False,False,False,False,False,0,0,Correct,2
2O12 Z34,Y,LOOK ALIKE,1,N,8,True,True,True,False,5,2,1,10,2,False,False,False,False,False,False,False,1,0,False Negative,0
PR13TO,N,"13=GANG NUMBER, NO 2013 CAR",0,N,6,True,True,False,False,2,4,0,27,5,False,False,True,False,False,False,False,0,0,Correct,5
OGWOOLF,N,"OG, GANG REFERENCE",0,N,7,False,True,False,False,0,7,0,18,3,False,False,True,False,False,False,False,0,0,Correct,5
NO G,N,G=GANGSTER,0,N,4,False,True,True,False,0,3,1,10,1,False,False,True,False,False,False,False,0,0,Correct,5
HEL BOND,Y,HELLBOND IS A TYPE OF CHARACTER,1,N,8,False,True,True,False,0,7,1,31,6,False,False,False,False,False,False,False,1,0,False Negative,1
ROAD WPN,N,ROAD WPP,0,N,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,0,0,Correct,1
BMBEE69,Y,BUMBLEBEE 1969,1,Y,7,True,True,False,False,2,5,0,14,2,True,False,False,False,False,False,False,1,1,Correct,2
EAT KHW,Y,EAT KILL,1,N,7,False,True,True,False,0,6,1,8,2,False,False,False,False,True,False,False,1,0,False Negative,6
S2K 51O,N,510 = AREA CODE,0,N,7,True,True,True,False,3,3,1,15,4,False,False,False,False,False,False,True,0,0,Correct,4
ICUSXY,N,I CUSTOMER IS SUSAN GARCIA,0,N,6,False,True,False,False,0,6,0,26,5,False,False,False,False,False,False,False,0,0,Correct,1
RYNO 619,N,619 AREA CODE,0,N,8,True,True,True,False,3,4,1,13,3,False,False,False,False,False,False,True,0,0,Correct,4
1LOWEN8,N,18=HATE SYMBOL,0,N,7,True,True,False,False,2,5,0,14,2,False,True,False,False,False,False,False,0,0,Correct,0
BUBLBAT,Y,BABY BAT,1,Y,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,1,1,Correct,1
F ONE,N,FUCK ONE,0,N,5,False,True,True,False,0,4,1,8,2,True,False,False,False,False,False,False,0,0,Correct,2
X2VIRGN,N,X TO VIRGIN,0,N,7,True,True,False,False,1,6,0,11,3,False,False,False,False,False,False,False,0,0,Correct,1
GOO$HTN,N,GO HUNTING,0,Y,7,False,True,False,True,0,6,0,10,2,False,False,False,False,False,False,False,0,1,False Positive,1
NUG RUN,N,NUG=VAGINA,0,N,7,False,True,True,False,0,6,1,10,1,True,False,False,False,False,False,False,0,0,Correct,2
6TTT88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,6,True,True,False,False,3,3,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
NINJA AF,N,AF-AS FUCK,0,N,8,False,True,True,False,0,7,1,10,2,True,False,False,False,False,False,False,0,0,Correct,2
USN TACO,Y,TACO,1,N,8,False,True,True,False,0,7,1,4,1,False,False,False,False,False,False,False,1,0,False Negative,1
MK P88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,6,True,True,True,False,2,3,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
CNTBTME,Y,CANT BE ME,1,N,7,False,True,False,False,0,7,0,10,3,False,False,False,False,False,False,False,1,0,False Negative,1
G JAY,Y,G AS IN GANGSTER,1,N,5,False,True,True,False,0,4,1,16,4,False,False,True,False,False,False,False,1,0,False Negative,5
DIGGR 69,N,NO 69 CAR,0,N,8,True,True,True,False,2,5,1,9,3,True,False,False,False,False,False,False,0,0,Correct,2
TPLEZ 69,N,NO 69 CAR,0,N,8,True,True,True,False,2,5,1,9,3,True,False,False,False,False,False,False,0,0,Correct,2
4SIXTY9,N,"69, SEXUAL REFERENCE",0,N,7,True,True,False,False,2,5,0,20,3,True,False,False,False,False,False,False,0,0,Correct,2
N2IT2RU,Y,N2I=NICE TO BE ABLE TO WORK,1,Y,7,True,True,False,False,2,5,0,27,6,False,False,False,False,False,False,False,1,1,Correct,1
JUICE 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,8,True,True,True,False,2,5,1,27,5,False,False,True,False,False,False,False,0,0,Correct,5
FMLY CAT,N,"CAT=PUSSY, NO CAT CAR ON ANI",0,N,8,False,True,True,False,0,7,1,28,6,True,False,False,False,False,False,False,0,0,Correct,2
OGGAINZ,Y,"OG, GANG REFERENCE",1,N,7,False,True,False,False,0,7,0,18,3,False,False,True,False,False,False,False,1,0,False Negative,5
FM14RE2,Y,"14=HATE SYMBOL, NO 2014 CAR ON ANI",1,N,7,True,True,False,False,3,4,0,34,7,False,True,False,False,False,False,False,1,0,False Negative,0
PSYCO78,N,PSYCHO,0,N,7,True,True,False,False,2,5,0,6,1,False,False,False,False,False,False,False,0,0,Correct,1
DEDEPV,Y,DEPECHE MODEL,1,N,6,False,True,False,False,0,6,0,13,2,False,False,False,False,False,False,False,1,0,False Negative,1
LCATE U,N,EAT YOU,0,N,7,False,True,True,False,0,6,1,7,2,False,False,False,False,False,False,False,0,0,Correct,1
TYTNIM2,Y,TYTNIM IS ANOTHER WORD FOR VAGINA,1,N,7,True,True,False,False,1,6,0,33,6,True,False,False,False,False,False,False,1,0,False Negative,2
JGAR14,N,"14=HATE SYMBOL, NO 2014 CAR",0,N,6,True,True,False,False,2,4,0,27,5,False,True,False,False,False,False,False,0,0,Correct,0
SLO N IT,N,SLOW IN IT,0,N,8,False,True,True,False,0,6,2,10,3,False,False,False,False,False,False,False,0,0,Correct,1
SEX8RAG,N,SEXUAL REFERENCE,0,N,7,True,True,False,False,1,6,0,16,2,True,False,False,False,False,False,False,0,0,Correct,2
R66 88N,N,88=HATE SYMBOL,0,N,7,True,True,True,False,4,2,1,14,2,False,True,False,False,False,False,False,0,0,Correct,0
BORN LIT,N,LIT,0,Y,8,False,True,True,False,0,7,1,3,1,False,False,False,False,False,False,False,0,1,False Positive,1
4HFL13,N,"13=GANG NUMBER, NO 2013 CAR ON ANI",0,N,6,True,True,False,False,3,3,0,34,7,False,False,True,False,False,False,False,0,0,Correct,5
HALLN SS,Y,SS,1,N,8,False,True,True,False,0,7,1,2,1,False,False,False,False,False,False,False,1,0,False Negative,1
PBGSM,Y,"PIG, GANG REFERENCE",1,N,5,False,True,False,False,0,5,0,19,3,False,False,True,False,False,False,False,1,0,False Negative,5
XXX22,N,XXX,0,N,5,True,True,False,False,2,3,0,3,1,False,False,False,False,False,False,False,0,0,Correct,1
JR14GMC,Y,14 GANG REFERENCE,1,N,7,True,True,False,False,2,5,0,17,3,False,True,True,False,False,False,False,1,0,False Negative,0
GRN8DE,N,GRANADE IS A TERM USED FOR A PERSON OF AMERICAN DESCENT,0,N,6,True,True,False,False,1,5,0,55,11,False,False,False,False,False,False,False,0,0,Correct,0
SALTYSS,N,SALTY ASS,0,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
JAGER88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
KCKROCZ,N,KICK ROCKS,0,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
SLK2FU N,N,FUCK YOU,0,N,8,True,True,True,False,1,6,1,8,2,True,False,False,False,False,False,False,0,0,Correct,2
1BAMFHC,N,MF = MOTHER FUCKER,0,N,7,True,True,False,False,1,6,0,18,4,True,False,False,False,False,False,False,0,0,Correct,2
TEN14,N,14=GANG,0,N,5,True,True,False,False,2,3,0,7,1,False,True,True,False,False,False,False,0,0,Correct,0
12EYZ88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,4,3,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
8823O,Y,88 = HATE NUMBER,1,N,5,True,True,False,False,4,1,0,16,4,False,True,False,False,False,False,False,1,0,False Negative,0
OMW2BTP,N,ON MY WAY TO BITCH THE PEOPLE,0,N,7,True,True,False,False,1,6,0,29,7,False,False,False,False,False,False,False,0,0,Correct,1
X88B88H,N,88=HATE SYMBOL,0,N,7,True,True,False,False,4,3,0,14,2,False,True,False,False,False,False,False,0,0,Correct,0
BAD CLAN,N,BAD CLAN,0,N,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,0,0,Correct,1
L FKN A,N,L FUCKING A,0,N,7,False,True,True,False,0,5,2,11,3,True,False,False,False,False,False,False,0,0,Correct,2
LFKL964,Y,LFKL IS THE NAME OF MY COMPANY,1,N,7,True,True,False,False,3,4,0,30,7,False,False,False,False,False,False,False,1,0,False Negative,0
PUNANNI,N,PUNANI=VAGINA,0,N,7,False,True,False,False,0,7,0,13,1,True,False,False,False,False,False,False,0,0,Correct,2
505 NICA,N,505 AREA CODE,0,N,8,True,True,True,False,3,4,1,13,3,False,False,False,False,False,True,True,0,0,Correct,8
CUZUSLO,N,CUZ IS SLANG FOR VAGINA,0,N,7,False,True,False,False,0,7,0,23,5,True,False,False,False,False,False,False,0,0,Correct,2
KLBYDTH,N,KILL BY DEATH,0,N,7,False,True,False,False,0,7,0,13,3,False,False,False,False,True,False,False,0,0,Correct,6
DU PHUC,N,FUCK YOU,0,N,7,False,True,True,False,0,6,1,8,2,True,False,False,False,False,False,False,0,0,Correct,2
SKIT51O,N,510 AREA CODE,0,N,7,True,True,False,False,2,5,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
SNDYTCO,N,TACO,0,Y,7,False,True,False,False,0,7,0,4,1,False,False,False,False,False,False,False,0,1,False Positive,1
MMBOSS1,Y,MY BOSS,1,N,7,True,True,False,False,1,6,0,7,2,False,False,False,False,False,False,False,1,0,False Negative,1
BIZATCH,N,BIZATCH IS A TYPE OF PUSSY,0,N,7,False,True,False,False,0,7,0,26,6,True,False,False,False,False,False,False,0,0,Correct,2
NOTACML,Y,NOT A CAMEL,1,Y,7,False,True,False,False,0,7,0,11,3,False,False,False,False,False,False,False,1,1,Correct,1
IDFWU81,N,I DON’T FUCK WITH YOU,0,N,7,True,True,False,False,2,5,0,21,5,True,False,False,False,False,False,False,0,0,Correct,2
SHE BANG,N,BANG=VAGINA,0,N,8,False,True,True,False,0,7,1,11,1,True,False,False,False,False,False,False,0,0,Correct,2
BLK OPPZ,N,BLACK OPPZ,0,N,8,False,True,True,False,0,7,1,10,2,False,False,False,False,False,False,False,0,0,Correct,1
RAN JHO,Y,RAN JHO,1,N,7,False,True,True,False,0,6,1,7,2,False,False,False,False,False,False,False,1,0,False Negative,1
SUBIC 69,N,SEXUAL-69,0,N,8,True,True,True,False,2,5,1,9,1,True,False,False,False,False,False,False,0,0,Correct,2
RIPAS57,N,ASSHOLE,0,N,7,True,True,False,False,2,5,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
JD424,N,424 AREA CODE,0,N,5,True,True,False,False,3,2,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
CHPNHAM,N,CHIPMAN HAM,0,Y,7,False,True,False,False,0,7,0,11,2,False,False,False,False,False,False,False,0,1,False Positive,1
DVINE18,N,18=hate symbol,0,N,7,True,True,False,False,2,5,0,14,2,False,True,False,False,False,False,False,0,0,Correct,0
4JOY G,Y,G AS IN GANGSTER,1,N,6,True,True,True,False,1,4,1,16,4,False,False,True,False,False,False,False,1,0,False Negative,5
DUKSUCK,N,SUCK,0,N,7,False,True,False,False,0,7,0,4,1,False,False,False,False,False,False,False,0,0,Correct,1
1FHRITP,N,FUCK HITLER,0,N,7,True,True,False,False,1,6,0,11,2,True,True,False,False,False,False,False,0,0,Correct,2
MONKEYP,N,MONKEY PEE,0,N,7,False,True,False,False,0,7,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
MAN1TOS,N,MANITOS,0,N,7,True,True,False,False,1,6,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
MYSTC 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,8,True,True,True,False,2,5,1,27,5,False,False,True,False,False,False,False,0,0,Correct,5
PORKYS9,N,PORKY IS ANOTHER WORD FOR VAGINA,0,N,7,True,True,False,False,1,6,0,32,6,True,False,False,False,False,False,False,0,0,Correct,2
MOGA 13,N,13 GANG REFERENCE,0,N,7,True,True,True,False,2,4,1,17,3,False,False,True,False,False,False,False,0,0,Correct,5
S$M 18,N,18=hate symbol,0,N,6,True,True,True,True,2,2,1,14,2,False,True,False,False,False,False,False,0,0,Correct,0
BIGGKAT,Y,BIG CAT,1,Y,7,False,True,False,False,0,7,0,7,2,False,False,False,False,False,False,False,1,1,Correct,1
THUGLYG,N,"THUGLY G, G=GANGSTER",0,N,7,False,True,False,False,0,7,0,20,3,False,False,True,False,False,False,False,0,0,Correct,5
BCHDAYS,N,BCH CAN STAND FOR BITCH,0,N,7,False,True,False,False,0,7,0,23,5,False,False,False,False,False,False,False,0,0,Correct,1
BSSHOL,N,BS=BULL SHIT,0,N,6,False,True,False,False,0,6,0,12,2,False,False,False,False,False,False,False,0,0,Correct,1
1KREW4L,N,KREW FOR LIFE,0,N,7,True,True,False,False,2,5,0,13,3,False,False,False,False,False,False,False,0,0,Correct,1
SWORD 5,N,"SWORD IS A TYPE OF GUN, WEAPON REFERENCE",0,N,7,True,True,True,False,1,5,1,40,8,False,False,False,False,True,False,False,0,0,Correct,6
RIP 5 O,N,PULLED FOR 5O,0,N,7,True,True,True,False,1,4,2,13,3,False,False,False,False,False,True,False,0,0,Correct,8
BULYS4U,Y,BULLIES FOR YOU,1,N,7,True,True,False,False,1,6,0,15,3,False,False,False,False,False,False,False,1,0,False Negative,1
MMMTAKO,Y,TACO,1,Y,7,False,True,False,False,0,7,0,4,1,False,False,False,False,False,False,False,1,1,Correct,1
JOYCE 13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,8,True,True,True,False,2,5,1,27,5,False,False,True,False,False,False,False,0,0,Correct,5
FRSHAR,Y,FRESH HARLEY,1,Y,6,False,True,False,False,0,6,0,12,2,False,False,False,False,False,False,False,1,1,Correct,1
4DAROKZ,Y,FOR THE ROCK,1,Y,7,True,True,False,False,1,6,0,12,3,False,False,False,False,False,False,False,1,1,Correct,1
18-Sep-76,N,18=hate symbol,0,N,9,True,True,False,True,4,3,0,14,2,False,True,False,False,False,False,False,0,0,Correct,0
BL DALIA,Y,BLUE DALIA,1,Y,8,False,True,True,False,0,7,1,10,2,False,False,False,False,False,False,False,1,1,Correct,1
GR88FFL,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
KEEFYVW,Y,KEEFY VEHICLE,1,N,7,False,True,False,False,0,7,0,13,2,False,False,False,False,False,False,False,1,0,False Negative,1
NGR MDL,N,"NGR=NIGGER, MDL=MDL=MDL IS ANOTHER WORD FOR MDL IS ANOTHER WORD FOR MDL IS ANOTHER WORD FOR MDL IS ANOTHER WORD FOR MDL IS ANOTHER WORD FOR MDL IS ANOTHER WORD FOR MDL IS ANOTHER WORD FOR MDL IS ANOTHER WORD FOR MDL IS ANOTHER WORD FOR MDL IS ANOTHER WORD FOR MDL IS ANOTHER WORD FOR M",0,N,7,False,True,True,False,0,6,1,285,57,False,False,False,False,False,False,False,0,0,Correct,7
805QWLT,N,805 AREA CODE,0,N,7,True,True,False,False,3,4,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
1CHALE1,N,ONE CHALE,0,N,7,True,True,False,False,2,5,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
KSV 13,N,13 GANG REFERENCE,0,N,6,True,True,True,False,2,3,1,17,3,False,False,True,False,False,False,False,0,0,Correct,5
65O SPDR,N,CA AREA CODE,0,N,8,True,True,True,False,2,5,1,12,3,False,False,False,False,False,False,True,0,0,Correct,4
VATLOCO,N,VATILOCO IS A SLANG TERM FOR A PERSON OF AMERICAN DESCENT,0,N,7,False,True,False,False,0,7,0,57,11,False,False,False,False,False,False,False,0,0,Correct,1
OMFG KEN,N,OH MY FUCKING GOD KEN,0,N,8,False,True,True,False,0,7,1,21,5,True,False,False,False,False,False,False,0,0,Correct,2
415 NCAL,N,415 AREA CODE,0,N,8,True,True,True,False,3,4,1,13,3,False,False,False,False,False,False,True,0,0,Correct,4
CUNX2DY,N,CUNX=VAGINA,0,N,7,True,True,False,False,1,6,0,11,1,True,False,False,False,False,False,False,0,0,Correct,2
CAKE 76,Y,CAKE=ASS,1,N,7,True,True,True,False,2,4,1,8,1,False,False,False,False,False,False,False,1,0,False Negative,1
ADV TCO,Y,TACO,1,N,7,False,True,True,False,0,6,1,4,1,False,False,False,False,False,False,False,1,0,False Negative,1
HWYWOMN,N,HWY WOMAN,0,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
1LADY B,N,B=BITCH,0,N,7,True,True,True,False,1,5,1,7,1,False,False,False,False,False,False,False,0,0,Correct,1
MURDR99,N,MURDER,0,N,7,True,True,False,False,2,5,0,6,1,False,False,False,False,True,False,False,0,0,Correct,6
KRAM 13,N,13 GANG REFERENCE,0,N,7,True,True,True,False,2,4,1,17,3,False,False,True,False,False,False,False,0,0,Correct,5
COOKPGS,N,COOK PIG,0,N,7,False,True,False,False,0,7,0,8,2,False,False,False,False,False,False,False,0,0,Correct,1
69 VASO,N,NO 69 CAR,0,N,7,True,True,True,False,2,4,1,9,3,True,False,False,False,False,False,False,0,0,Correct,2
619KING,N,619 AREA CODE,0,N,7,True,True,False,False,3,4,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
WAR HERO,Y,WAR HERO,1,Y,8,False,True,True,False,0,7,1,8,2,False,False,False,False,False,False,False,1,1,Correct,1
Q KITTY,N,KITTY,0,Y,7,False,True,True,False,0,6,1,5,1,False,False,False,False,False,False,False,0,1,False Positive,1
SLEZY SS,N,"SS, NO CHEVY ON ANI",0,N,8,False,True,True,False,0,7,1,19,5,False,False,False,False,False,False,False,0,0,Correct,1
SLXVE 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,8,True,True,True,False,2,5,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
NGRITO1,N,NIGGER,0,N,7,True,True,False,False,1,6,0,6,1,False,False,False,False,False,False,False,0,0,Correct,1
H8TZ GAS,N,HATE,0,N,8,True,True,True,False,1,6,1,4,1,False,True,False,False,False,False,False,0,0,Correct,0
PRDCUT,Y,PREDATOR CUT,1,N,6,False,True,False,False,0,6,0,12,2,False,False,False,False,False,False,False,1,0,False Negative,1
SU FLACO,Y,TACO,1,N,8,False,True,True,False,0,7,1,4,1,False,False,False,False,False,False,False,1,0,False Negative,1
BLK88BZ,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,7,True,True,False,False,2,5,0,32,7,False,True,False,False,False,False,False,0,0,Correct,0
7O396,N,AREA CODE,0,N,5,True,True,False,False,4,1,0,9,2,False,False,False,False,False,False,True,0,0,Correct,4
YUKA 18,N,18=hate symbol,0,N,7,True,True,True,False,2,4,1,14,2,False,True,False,False,False,False,False,0,0,Correct,0
DIRTY V,N,DIRTY V,0,N,7,False,True,True,False,0,6,1,7,2,False,False,False,False,False,False,False,0,0,Correct,1
ITSCACA,N,IT'S CACA,0,N,7,False,True,False,False,0,7,0,9,2,False,False,False,False,False,False,False,0,0,Correct,1
559SMST,N,559 AREA CODE,0,N,7,True,True,False,False,3,4,0,13,3,False,False,False,False,False,False,True,0,0,Correct,4
DGR515O,Y,DGR IS AN OLD ENGLISH TERM FOR A PERSON OF AMERICAN DESCENT,1,Y,7,True,True,False,False,3,4,0,59,12,False,False,False,False,False,False,False,1,1,Correct,0
URA MES,N,YOU ARE A MESS,0,N,7,False,True,True,False,0,6,1,14,4,False,False,False,False,False,False,False,0,0,Correct,1
YOUNG13,N,"13=GANG NUMBER, NO 2013 CAR",0,N,7,True,True,False,False,2,5,0,27,5,False,False,True,False,False,False,False,0,0,Correct,5
JMF 88,N,"88=HATE SYMBOL, NO 88 CAR ON ANI",0,N,6,True,True,True,False,2,3,1,32,7,False,True,False,False,False,False,False,0,0,Correct,0
FH8CNCR,N,FUCK HATE,0,N,7,True,True,False,False,1,6,0,9,2,True,True,False,False,False,False,False,0,0,Correct,2
213 RAMZ,Y,213 AREA CODE,1,N,8,True,True,True,False,3,4,1,13,3,False,False,True,False,False,False,True,1,0,False Negative,4
MILFLKN,N,MILF LIKES FUCKIN,0,N,7,False,True,False,False,0,7,0,17,3,True,False,False,False,False,False,False,0,0,Correct,2
BUYFART,N,FUCK OFF,0,N,7,False,True,False,False,0,7,0,8,2,True,False,False,False,False,False,False,0,0,Correct,2
OG Q,Y,OG,1,N,4,False,True,True,False,0,3,1,2,1,False,False,True,False,False,False,False,1,0,False Negative,5
MFQ8999,N,MOTHER FUCKER,0,N,7,True,True,False,False,4,3,0,13,2,True,False,False,False,False,False,False,0,0,Correct,2
ARJKO14,N,14-HITLER,0,N,7,True,True,False,False,2,5,0,9,1,False,True,False,False,False,False,False,0,0,Correct,0
#BY H8R,N,HATE,0,N,7,True,True,True,True,1,4,1,4,1,False,True,False,False,False,False,False,0,0,Correct,0
BADIO5O,N,"50=POLICE, NO FORD MUSTANG ON ANI",0,N,7,True,True,False,False,1,6,0,33,6,False,False,False,False,False,True,False,0,0,Correct,8
STMLTD,N,STUMLED,0,N,6,False,True,False,False,0,6,0,7,1,False,False,False,False,False,False,False,0,0,Correct,1
JD58ZO7,N,LOOK ALIKE,0,N,7,True,True,False,False,3,4,0,10,2,False,False,False,False,False,False,False,0,0,Correct,1
BADOGST,N,BAD OG ST,0,N,7,False,True,False,False,0,7,0,9,3,False,False,True,False,False,False,False,0,0,Correct,5
6 4 SCAT,N,SCAT IS ANOTHER WORD FOR VAGINA,0,N,8,True,True,True,False,2,4,2,31,6,True,False,False,False,False,False,False,0,0,Correct,2
FNPARNT,N,FUCKEN PARENT,0,N,7,False,True,False,False,0,7,0,13,2,True,False,False,False,False,False,False,0,0,Correct,2
LHTEMUP,N,LIGHTING EM UP,0,N,7,False,True,False,False,0,7,0,14,3,False,False,False,False,False,False,False,0,0,Correct,1
SLICK P,N,SLICK PEE,0,N,7,False,True,True,False,0,6,1,9,2,False,False,False,False,False,False,False,0,0,Correct,1
THEBUNZ,N,BUNZ=VAGINA,0,N,7,False,True,False,False,0,7,0,11,1,True,False,False,False,False,False,False,0,0,Correct,2
BIZZNCH,N,BIZZ=BITCH,0,N,7,False,True,False,False,0,7,0,10,1,False,False,False,False,False,False,False,0,0,Correct,1
GRETAB,N,GRETAB=GRETA BEE,0,Y,6,False,True,False,False,0,6,0,16,2,False,False,False,False,False,False,False,0,1,False Positive,1
B POSTAL,N,B=BITCH,0,N,8,False,True,True,False,0,7,1,7,1,False,False,False,False,False,False,False,0,0,Correct,1
LNDSUCS,N,SUCKS,0,N,7,False,True,False,False,0,7,0,5,1,False,False,False,False,False,False,False,0,0,Correct,1
KLLR BB6,N,KILLER,0,N,8,True,True,True,False,1,6,1,6,1,False,False,False,False,True,False,False,0,0,Correct,6
HYON USA,N,HYON IS A TYPE OF HYUNDAI POWER,0,Y,8,False,True,True,False,0,7,1,31,7,False,False,False,False,False,False,False,0,1,False Positive,1
CATWHO,Y,CAT WHO,1,N,6,False,True,False,False,0,6,0,7,2,False,False,False,False,False,False,False,1,0,False Negative,1
STIKIDD,Y,STI KID,1,N,7,False,True,False,False,0,7,0,7,2,False,False,False,False,False,False,False,1,0,False Negative,1
JMYMAK,Y,JIM MAKES SENSE OF MY CAR,1,N,6,False,True,False,False,0,6,0,25,6,False,False,False,False,False,False,False,1,0,False Negative,1
69  VA,N,NO 69 CAR ON RECORD,0,N,6,True,True,True,False,2,2,2,19,5,True,False,False,False,False,False,False,0,0,Correct,2
4 ANT G,Y,G AS IN GANGSTER,1,N,7,True,True,True,False,1,4,2,16,4,False,False,True,False,False,False,False,1,0,False Negative,5
KAJOBX,N,BOX,0,N,6,False,True,False,False,0,6,0,3,1,False,False,False,False,False,False,False,0,0,Correct,1
